Player,2021-22,2020-21,2019-20,2018-19,2017-18,2016-17,2015-16,2014-15,2013-14,2012-13,2011-12,2010-11,2009-10,2008-09,2007-08,2006-07,2005-06,2004-05,2003-04,2002-03,2001-02,2000-01,1999-00,1998-99,1997-98,1996-97
Charlie Villanueva,,,,,,,1706866.0,1501079.0,9983347.0,9542830.0,9075711.0,8750514.0,8187674.0,4281339.0,3540425.0,3398382.0,3297900.0,,,,,,,,,
Andre Miller,,,,,,,1696825.0,5272208.0,5817801.0,5919870.0,9397969.0,9061225.0,8478399.0,12830589.0,12214356.0,11694488.0,11314846.0,10550837.0,11832161.0,3716313.0,2952816.0,2849971.0,2750112.0,,,
Andrea Bargnani,,,,,,,1551696.0,13679243.0,12799164.0,11839740.0,11133996.0,10595352.0,8222302.0,6427429.0,6310015.0,6027392.0,,,,,,,,,,
Aaron Gray,,,,,,,1544009.0,1399825.0,3039801.0,,3009188.0,1282461.0,1260268.0,883469.0,557030.0,,,,,,,,,,,
Cartier Martin,,,,,,,1447027.0,1306008.0,1167339.0,1084345.0,,1065006.0,109132.0,248646.0,,,,,,,,,,,,
PJ Hairston,,,,,,,1367872.0,1310608.0,,,,,,,,,,,,,,,,,,
Tyler Hansbrough,,,,,,,1350048.0,3791698.0,3703612.0,3617347.0,2573505.0,2491278.0,2341876.0,,,,,,,,,,,,,
Chris Copeland,,,,,,,1309306.0,3568002.0,3490681.0,560734.0,,,,,,,,,,,,,,,,
Jared Cunningham,,,,,,,1183013.0,,1514033.0,1369052.0,,,,,,,,,,,,,,,,
James Anderson,,,,,,,1156085.0,,1065936.0,1067946.0,1761602.0,1697001.0,,,,,,,,,,,,,,
Joey Dorsey,,,,,,,1156085.0,1080846.0,,,,1065006.0,1109744.0,1013823.0,,,,,,,,,,,,
Donald Sloan,,,,,,,1156085.0,1080846.0,1028928.0,355659.0,239084.0,,,,,,,,,,,,,,,
Robert Sacre,,,,,,,1117303.0,1043319.0,917901.0,560734.0,,,,,,,,,,,,,,,,
Christapher Johnson,,,,,,,1117291.0,1294938.0,372339.0,,,,,,,,,,,,,,,,,
Gal Mekel,,,,,,,1078500.0,1012861.0,570354.0,,,,,,,,,,,,,,,,,
Damien Inglis,,,,,,,973441.0,934748.0,,,,,,,,,,,,,,,,,,
Devyn Marble,,,,,,,962123.0,1008706.0,,,,,,,,,,,,,,,,,,
Cleanthony Early,,,,,,,962123.0,578331.0,,,,,,,,,,,,,,,,,,
Russ Smith,,,,,,,962123.0,578331.0,,,,,,,,,,,,,,,,,,
Shayne Whittington,,,,,,,962123.0,578331.0,,,,,,,,,,,,,,,,,,
Cameron Bairstow,,,,,,,962123.0,578331.0,,,,,,,,,,,,,,,,,,
Kostas Papanikolaou,,,,,,,911186.0,5469034.0,,,,,,,,,,,,,,,,,,
Ryan Hollins,,,,,,,701225.0,1493643.0,1380516.0,1266270.0,2989126.0,2908527.0,2750218.0,1207624.0,896459.0,552655.0,,,,,,,,,,
Duje Dukan,,,,,,,597832.0,,,,,,,,,,,,,,,,,,,
Cliff Alexander,,,,,,,597832.0,,,,,,,,,,,,,,,,,,,
Branden Dawson,,,,,,,597832.0,,,,,,,,,,,,,,,,,,,
Cory Jefferson,,,,,,,413146.0,578331.0,,,,,,,,,,,,,,,,,,
Elijah Millsap,,,,,,,401827.0,343596.0,,,,,,,,,,,,,,,,,,
Nazr Mohammed,,,,,,,401614.0,1651187.0,1628410.0,1600947.0,4513782.0,8580739.0,8145602.0,7511357.0,7344523.0,6983216.0,7682920.0,7519261.0,7395100.0,7173740.0,6868719.0,1164762.0,1129549.0,891762.0,,
Jorge Gutierrez,,,,,,,342581.0,1094984.0,140910.0,,,,,,,,,,,,,,,,,
Jeff Ayres,,,,,,,286783.0,2084659.0,2036230.0,1011574.0,1805512.0,,576397.0,,,,,,,,,,,,,
Andrew Goudelock,,,,,,,228388.0,,,53083.0,570065.0,,,,,,,,,,,,,,,
Scottie Wilbekin,,,,,,,227705.0,,,,,,,,,,,,,,,,,,,
Erick Green,,,,,,,227042.0,578331.0,,,,,,,,,,,,,,,,,,
Greg Smith,,,,,,,224416.0,1080846.0,1028927.0,902419.0,363188.0,,,,,,,,,,,,,,,
Jordan Hamilton,,,,,,,136009.0,1405097.0,1436205.0,1366069.0,1291887.0,,,,,,,,,,,,,,,
Orlando Johnson,,,,,,,126882.0,,917900.0,651185.0,,,,,,,,,,,,,,,,
Jonathan Holmes,,,,,,,113852.0,,,,,,,,,,,,,,,,,,,
Bryce Cotton,,,,,,,113190.0,173498.0,,,,,,,,,,,,,,,,,,
Justin Harper,,,,,,,113190.0,,,902419.0,570065.0,,,,,,,,,,,,,,,
Alex Stepheson,,,,,,,105497.0,,,,,,,,,,,,,,,,,,,
Chuck Hayes,,,,,,,80321.0,6792599.0,6658474.0,6495577.0,6319295.0,2458745.0,2660049.0,2195272.0,2282041.0,889418.0,,,,,,,,,,
Keith Appling,,,,,,,70332.0,,,,,,,,,,,,,,,,,,,
Bryce Dejean-Jones,,,,,,,70332.0,,,,,,,,,,,,,,,,,,,
Coty Clarke,,,,,,,70331.0,,,,,,,,,,,,,,,,,,,
Quincy Miller,,,,,,,56926.0,454142.0,917900.0,560734.0,,,,,,,,,,,,,,,,
JJ O'Brien,,,,,,,35165.0,,,,,,,,,,,,,,,,,,,
Nate Robinson,,,,,,,30120.0,2401528.0,2345737.0,1357233.0,6600120.0,5235350.0,5038568.0,2508395.0,1653711.0,1587433.0,1540327.0,,,,,,,,,
Dorell Wright,,,,,,,20080.0,3585101.0,3490681.0,4861397.0,4601650.0,4362792.0,3464015.0,3244278.0,2661181.0,1774473.0,1730249.0,1650284.0,,,,,,,,
Carlos Boozer,,,,,,,,19150941.0,17802473.0,17759610.0,16249616.0,17949773.0,17030992.0,14395693.0,14683939.0,15078502.0,16195338.0,15708096.0,833692.0,527772.0,,,,,,
Brandon Roy,,,,,,,,16414331.0,20687472.0,25407851.0,19297496.0,16853466.0,4926228.0,3829607.0,3759657.0,3591207.0,,,,,,,,,,
Brendan Haywood,,,,,,,,11169101.0,8230444.0,9884999.0,9177422.0,8600933.0,7557853.0,6829184.0,6520119.0,6025786.0,5587578.0,2485373.0,1664430.0,1588674.0,1493717.0,,,,,
Steve Nash,,,,,,,,11058528.0,10821693.0,10537369.0,14069835.0,12852708.0,16532803.0,15210456.0,14833272.0,14060167.0,13445110.0,12532103.0,8504365.0,8684002.0,8776696.0,8667795.0,8991143.0,1984814.0,1785363.0,1588216.0
Tyrus Thomas,,,,,,,,10784560.0,10116243.0,9471792.0,8793769.0,8241401.0,5975236.0,4656113.0,4571021.0,4366364.0,,,,,,,,,,
Landry Fields,,,,,,,,9689464.0,6079602.0,5919870.0,917435.0,590353.0,,,,,,,,,,,,,,
Marcus Camby,,,,,,,,9523506.0,3937224.0,5434841.0,13513963.0,14646307.0,9636262.0,12416699.0,14670269.0,11783759.0,12781585.0,12174043.0,10722896.0,10194263.0,11142588.0,9061786.0,8582454.0,5273902.0,4744493.0,4220217.0
Glen Davis,,,,,,,,8923409.0,7854032.0,7577434.0,7583154.0,4113489.0,3778926.0,883469.0,557030.0,,,,,,,,,,,
Al Harrington,,,,,,,,8674692.0,9946237.0,7917708.0,7494323.0,7186141.0,12630274.0,11455956.0,10987216.0,10210359.0,9718894.0,9058920.0,8419322.0,7641921.0,2193383.0,1257429.0,1219199.0,905097.0,,
Josh Childress,,,,,,,,8341488.0,8617133.0,8157647.0,7222051.0,8102328.0,,,4735496.0,3834970.0,3739766.0,3566794.0,,,,,,,,
Travis Outlaw,,,,,,,,7979557.0,,8287818.0,8425726.0,8725584.0,5038568.0,4966679.0,5216095.0,2459091.0,1511663.0,1448854.0,1391817.0,,,,,,,
Jason Richardson,,,,,,,,7524866.0,7219019.0,6866605.0,6493828.0,18005173.0,16795228.0,15724922.0,14489153.0,13390634.0,12416839.0,5061563.0,4125401.0,3937794.0,3702148.0,,,,,
Ben Gordon,,,,,,,,5129716.0,15358996.0,14681278.0,13962633.0,13462330.0,12596421.0,7952585.0,6365813.0,5171570.0,5043068.0,4809921.0,,,,,,,,
Andrei Kirilenko,,,,,,,,3791698.0,3703612.0,11578495.0,,22216584.0,20723633.0,18756665.0,17910769.0,16556182.0,15342093.0,2394267.0,1413647.0,1349267.0,1268606.0,,1033817.0,,,
Carlos Delfino,,,,,,,,3704795.0,3781571.0,3551922.0,4212863.0,4362792.0,4408747.0,,2436100.0,1388983.0,1354563.0,1291766.0,,,,,,,,
Alexey Shved,,,,,,,,3646342.0,3568252.0,3573166.0,,,,,,,,,,,,,,,,
Joel Freeland,,,,,,,,3533804.0,3490681.0,3433524.0,,,,,,,,,,,,,,,,
Will Bynum,,,,,,,,3323951.0,3246732.0,4143909.0,3911944.0,4051164.0,1039830.0,883469.0,,,,,,,,,,,,
Luke Ridnour,,,,,,,,3134826.0,5026580.0,4735896.0,4429525.0,4986048.0,8187674.0,8070854.0,8476155.0,3248404.0,2288113.0,2193046.0,2106716.0,,,,,,,
Eric Maynor,,,,,,,,2401528.0,2345737.0,2768983.0,1825590.0,1767304.0,1661367.0,,,,,,,,,,,,,
Vitor Faverani,,,,,,,,2382468.0,2327120.0,,,,,,,,,,,,,,,,,
Anthony Randolph,,,,,,,,2080794.0,2036230.0,1982731.0,3504176.0,2450293.0,2314668.0,2122361.0,,,,,,,,,,,,
Reggie Evans,,,,,,,,2016154.0,1972974.0,1921137.0,1479623.0,6332281.0,6247825.0,5761348.0,5633383.0,5356254.0,1536584.0,1260371.0,1035314.0,527772.0,,,,,,
Gigi Datome,,,,,,,,1994889.0,2036230.0,,,,,,,,,,,,,,,,,
Ronny Turiaf,,,,,,,,1823899.0,1861696.0,1357233.0,5248024.0,4986048.0,5214918.0,5587514.0,1004893.0,889418.0,,,,,,,,,,
Miroslav Raduljica,,,,,,,,1819402.0,570354.0,,,,,,,,,,,,,,,,,
Willie Green,,,,,,,,1651187.0,1628410.0,1627964.0,1472294.0,4956131.0,4638002.0,4206777.0,4034650.0,3749378.0,,888054.0,542698.0,,,,,,,
Hidayet Turkoglu,,,,,,,,1651187.0,7738093.0,13989659.0,13259506.0,12734180.0,11336779.0,8523070.0,8311718.0,7878514.0,7533871.0,7022274.0,2951548.0,1964729.0,1856202.0,1782792.0,,,,
Shawn Marion,,,,,,,,1651187.0,10840654.0,10237070.0,9656423.0,9106393.0,8357811.0,22114140.0,21438153.0,20179688.0,19137456.0,17659523.0,16210060.0,3421308.0,2714151.0,2619628.0,2527851.0,,,
Jannero Pargo,,,,,,,,1651187.0,1628410.0,824572.0,1472294.0,,2519284.0,,2386363.0,1339063.0,1250567.0,995472.0,833692.0,527772.0,,,,,,
Victor Claver,,,,,,,,1561713.0,1525706.0,1485555.0,,,,,,,,,,,,,,,,
Sebastian Telfair,,,,,,,,1501079.0,,1855879.0,1805512.0,3365582.0,3149105.0,2855840.0,3341464.0,2401155.0,2341586.0,2233263.0,,,,,,,,
Francisco Garcia,,,,,,,,1501079.0,1473040.0,7222241.0,6981316.0,6855816.0,7305924.0,2462795.0,1524143.0,1463060.0,1419803.0,,,,,,,,,
Jason Maxiell,,,,,,,,1501079.0,2908900.0,5919870.0,6018376.0,6232560.0,6298210.0,2331324.0,1357958.0,1303498.0,1265083.0,,,,,,,,,
Austin Daye,,,,,,,,1440366.0,1102947.0,3502720.0,2322611.0,2248358.0,2113478.0,,,,,,,,,,,,,
Bernard James,,,,,,,,1436064.0,917900.0,560734.0,,,,,,,,,,,,,,,,
Pero Antic,,,,,,,,1424921.0,1396272.0,,,,,,,,,,,,,,,,,
Shavlik Randolph,,,,,,,,1399825.0,356091.0,331851.0,,,432739.0,1025953.0,1408345.0,1339063.0,557028.0,,,,,,,,,
Jeff Adrien,,,,,,,,1388098.0,1065936.0,773556.0,325506.0,427137.0,,,,,,,,,,,,,,
Shawne Williams,,,,,,,,1306008.0,623400.0,3738990.0,3611025.0,1103424.0,3043379.0,1953097.0,1917384.0,1831517.0,,,,,,,,,,
Arnett Moultrie,,,,,,,,1295150.0,1267396.0,1234079.0,,,,,,,,,,,,,,,,
Nemanja Nedovic,,,,,,,,1258764.0,1229557.0,,,,,,,,,,,,,,,,,
Xavier Henry,,,,,,,,1233411.0,1065936.0,2750608.0,2613949.0,2518203.0,,,,,,,,,,,,,,
Toure Murry,,,,,,,,1139936.0,570354.0,,,,,,,,,,,,,,,,,
John Salmons,,,,,,,,1139936.0,8819787.0,9566510.0,10231240.0,9972096.0,6872607.0,6337483.0,6196721.0,5891879.0,2331418.0,1325796.0,1279825.0,1013083.0,,,,,,
Greg Stiemsma,,,,,,,,1118373.0,3113687.0,3048733.0,917435.0,,,,,,,,,,,,,,,
Ricky Ledo,,,,,,,,1094984.0,639958.0,,,,,,,,,,,,,,,,,
Jeffery Taylor,,,,,,,,1043319.0,917900.0,651185.0,,,,,,,,,,,,,,,,
Chris Douglas-Roberts,,,,,,,,1043319.0,622839.0,86302.0,,1065006.0,927096.0,549328.0,,,,,,,,,,,,
Jamaal Franklin,,,,,,,,985486.0,622504.0,,,,,,,,,,,,,,,,,
Kenyon Martin,,,,,,,,932524.0,1628410.0,508535.0,3009188.0,20624107.0,19352683.0,17919551.0,17278317.0,16160062.0,14857879.0,13541182.0,7585434.0,6142474.0,5803243.0,5573613.0,,,,
Grant Jerrett,,,,,,,,930738.0,,,,,,,,,,,,,,,,,,
Tony Mitchell,,,,,,,,930738.0,570354.0,,,,,,,,,,,,,,,,,
Tony Mitchell,,,,,,,,930738.0,33550.0,,,,,,,,,,,,,,,,,
Nick Calathes,,,,,,,,930738.0,570354.0,,,,,,,,,,,,,,,,,
Ognjen Kuzmic,,,,,,,,930738.0,570354.0,,,,,,,,,,,,,,,,,
Jerome Jordan,,,,,,,,930738.0,,,570065.0,,,,,,,,,,,,,,,
Darius Morris,,,,,,,,915539.0,1099473.0,1109614.0,570065.0,,,,,,,,,,,,,,,
Malcolm Thomas,,,,,,,,813812.0,817090.0,212333.0,124103.0,,,,,,,,,,,,,,,
Patric Young,,,,,,,,578331.0,,,,,,,,,,,,,,,,,,
AJ Price,,,,,,,,563033.0,1102947.0,1047959.0,1028406.0,950085.0,576397.0,,,,,,,,,,,,,
Glen Rice Jr,,,,,,,,536542.0,570354.0,,,,,,,,,,,,,,,,,
Earl Barron,,,,,,,,444647.0,,402226.0,223387.0,235039.0,,,1269243.0,997001.0,557028.0,,,,,,,,,
Henry Walker,,,,,,,,355243.0,,,1065397.0,1065006.0,927625.0,673126.0,,,,,,,,,,,,
Andre Dawkins,,,,,,,,309717.0,,,,,,,,,,,,,,,,,,
Shannon Brown,,,,,,,,246010.0,560326.0,4143909.0,4212863.0,2742326.0,2519284.0,990332.0,1361557.0,1300605.0,,,,,,,,,,
Alex Kirk,,,,,,,,244939.0,,,,,,,,,,,,,,,,,,
Brandon Davies,,,,,,,,147822.0,570354.0,,,,,,,,,,,,,,,,,
Earl Clark,,,,,,,,142610.0,5074888.0,1468127.0,1396263.0,2366827.0,2224880.0,,,,,,,,,,,,,
Lester Hudson,,,,,,,,127157.0,,,,240316.0,495022.0,,,,,,,,,,,,,
Will Cherry,,,,,,,,121479.0,,,,,,,,,,,,,,,,,,
Jabari Brown,,,,,,,,119066.0,,,,,,,,,,,,,,,,,,
Jarvis Varnado,,,,,,,,85495.0,361759.0,372721.0,,,,,,,,,,,,,,,,
Drew Gordon,,,,,,,,83964.0,,,,,,,,,,,,,,,,,,
Jerel McNeal,,,,,,,,68038.0,,72564.0,,,,,,,,,,,,,,,,
Chris Babb,,,,,,,,54748.0,161040.0,,,,,,,,,,,,,,,,,
Malcolm Lee,,,,,,,,42959.0,,902419.0,601837.0,,,,,,,,,,,,,,,
Sim Bhullar,,,,,,,,39897.0,,,,,,,,,,,,,,,,,,
David Wear,,,,,,,,34019.0,,,,,,,,,,,,,,,,,,
Josh Davis,,,,,,,,22798.0,,,378003.0,,,,,,269603.0,888054.0,,,,,,,,
Gilbert Arenas,,,,,,,,,26001543.0,24636039.0,23193989.0,22101523.0,20396226.0,18194767.0,15583607.0,14859320.0,14308670.0,13448164.0,12624915.0,773910.0,508005.0,,,,,
Andray Blatche,,,,,,,,,10670459.0,9439695.0,7754176.0,7354421.0,3778926.0,3401764.0,3220939.0,889418.0,557028.0,,,,,,,,,
Andris Biedrins,,,,,,,,,10472043.0,10655766.0,10833077.0,11218608.0,11336779.0,11175029.0,3438314.0,2660665.0,2594536.0,2474567.0,,,,,,,,
Andrew Bynum,,,,,,,,,8144922.0,19503607.0,17934762.0,17077215.0,15779535.0,3438556.0,2832340.0,2718674.0,2638286.0,,,,,,,,,
Keith Bogans,,,,,,,,,5885518.0,1011574.0,1021036.0,1994419.0,1301641.0,3184883.0,3181818.0,3361049.0,1214422.0,888054.0,542698.0,,,,,,,
Linas Kleiza,,,,,,,,,5352377.0,5446280.0,5542924.0,6226327.0,,2265418.0,1318837.0,1265897.0,1228373.0,,,,,,,,,
Quentin Richardson,,,,,,,,,4896385.0,3204946.0,2944912.0,2823349.0,11780677.0,10784523.0,10569766.0,10077122.0,9694448.0,8306994.0,2670718.0,1773167.0,1675234.0,1608995.0,,,,
Jan Vesely,,,,,,,,,4101410.0,3901147.0,3689312.0,,,,,,,,,,,,,,,
Shane Battier,,,,,,,,,3804842.0,3711758.0,3611025.0,9167472.0,8646435.0,8007405.0,7672355.0,7221971.0,6848974.0,4600931.0,3747008.0,3576600.0,3362741.0,,,,,
Ray Allen,,,,,,,,,3757194.0,3658479.0,12036753.0,12465120.0,23652124.0,22832360.0,20864383.0,19565821.0,18471332.0,20946515.0,19966771.0,18689483.0,17171797.0,15964503.0,14712779.0,3867084.0,3478590.0,3094941.0
Kwame Brown,,,,,,,,,3490681.0,3551922.0,8124808.0,1532281.0,5164532.0,4966679.0,11834017.0,11097489.0,10476709.0,7679491.0,6288911.0,6002926.0,5643705.0,,,,,
Chauncey Billups,,,,,,,,,2908900.0,3551922.0,17092189.0,16391633.0,15241670.0,13720452.0,13040239.0,8522336.0,8255367.0,7813157.0,7395988.0,6865647.0,3777795.0,3545916.0,5067866.0,4570493.0,4041778.0,
Jermaine O'Neal,,,,,,,,,2327120.0,1600947.0,7494323.0,7186141.0,28991924.0,26536969.0,25725784.0,24215625.0,22964947.0,21191428.0,19452072.0,10420802.0,9654366.0,8998748.0,8296373.0,1791860.0,1611260.0,1433902.0
Royce White,,,,,,,,,2067818.0,1948158.0,,,,,,,,,,,,,,,,
Chris Singleton,,,,,,,,,1987035.0,1890048.0,1787457.0,,,,,,,,,,,,,,,
Vyacheslav Kravtsov,,,,,,,,,1745340.0,1775961.0,,,,,,,,,,,,,,,,
Chris Duhon,,,,,,,,,1745340.0,4357024.0,4212863.0,4362792.0,7597909.0,6934726.0,4235469.0,4049328.0,3911304.0,551809.0,,,,,,,,
Gustavo Ayon,,,,,,,,,1745340.0,1775961.0,1886761.0,,,,,,,,,,,,,,,
Nando De Colo,,,,,,,,,1702288.0,1657563.0,,,,,,,,,,,,,,,,
Earl Watson,,,,,,,,,1628410.0,2367948.0,2407350.0,1532281.0,11840636.0,7698353.0,7563338.0,7230943.0,6984473.0,2088206.0,1976710.0,1834967.0,508005.0,,,,,
Derek Fisher,,,,,,,,,1628410.0,1798709.0,4092496.0,4612094.0,6358673.0,5835848.0,13984222.0,7878514.0,7533871.0,7022274.0,4437060.0,4530783.0,4579146.0,5326754.0,4904259.0,1325143.0,1191869.0,1061122.0
Rashard Lewis,,,,,,,,,1628410.0,17821391.0,25441641.0,24398866.0,23777005.0,20422826.0,19403876.0,12521113.0,11973382.0,11160314.0,10372349.0,9414615.0,6736496.0,6177774.0,629380.0,479218.0,,
Antawn Jamison,,,,,,,,,1628410.0,1600947.0,18147469.0,16652036.0,14663614.0,12321444.0,21333954.0,20222036.0,19337429.0,18024298.0,16751706.0,15204932.0,5171650.0,4221058.0,4093095.0,3233682.0,,
Fab Melo,,,,,,,,,1525706.0,1485555.0,,,,,,,,,,,,,,,,
Roger Mason,,,,,,,,,1480373.0,1455406.0,1379817.0,1745116.0,4761447.0,4345844.0,1041038.0,997001.0,,291357.0,833692.0,527772.0,,,,,,
Ronnie Brewer,,,,,,,,,1461722.0,1266270.0,5669310.0,5970792.0,3422650.0,2278066.0,2236453.0,2136342.0,,,,,,,,,,
Hasheem Thabeet,,,,,,,,,1396272.0,1047959.0,6172109.0,5974881.0,5616542.0,,,,,,,,,,,,,
Greg Oden,,,,,,,,,1195469.0,,1805512.0,8427074.0,6753244.0,6222852.0,6079359.0,,,,,,,,,,,
Richard Hamilton,,,,,,,,,1163560.0,12431727.0,21064317.0,15581400.0,14643340.0,13425555.0,13040239.0,12302646.0,12048215.0,11189377.0,9613630.0,4050192.0,3223169.0,3110761.0,3001799.0,,,
BJ Mullens,,,,,,,,,1102947.0,2667565.0,1550574.0,1501049.0,1411051.0,,,,,,,,,,,,,
Chris Johnson,,,,,,,,,1065936.0,602152.0,917435.0,204886.0,,,,,,,,,,,,,,
Josh Harrellson,,,,,,,,,1028928.0,424667.0,570065.0,,,,,,,,,,,,,,,
Doron Lamb,,,,,,,,,917900.0,769583.0,,,,,,,,,,,,,,,,
Tornike Shengelia,,,,,,,,,917900.0,560734.0,,,,,,,,,,,,,,,,
Diante Garrett,,,,,,,,,836909.0,560734.0,,,,,,,,,,,,,,,,
Jeremy Tyler,,,,,,,,,647619.0,902419.0,782388.0,,,,,,,,,,,,,,,
Ryan Gomes,,,,,,,,,576568.0,4735896.0,4814701.0,4986048.0,4871666.0,4532095.0,1004893.0,889418.0,598935.0,,,,,,,,,
Peyton Siva,,,,,,,,,570354.0,,,,,,,,,,,,,,,,,
Solomon Jones,,,,,,,,,552205.0,74486.0,530041.0,1869768.0,2040620.0,990332.0,950633.0,903867.0,,,,,,,,,,
Erik Murphy,,,,,,,,,530094.0,,,,,,,,,,,,,,,,,
Jason Collins,,,,,,,,,507680.0,1600947.0,1627586.0,1685509.0,1488648.0,7698353.0,7954546.0,7766568.0,7682920.0,2703875.0,1815467.0,1732934.0,1629260.0,,,,,
Daniel Orton,,,,,,,,,429728.0,902419.0,1330735.0,1281912.0,,,,,,,,,,,,,,
Maalik Wayns,,,,,,,,,421153.0,395811.0,,,,,,,,,,,,,,,,
Hilton Armstrong,,,,,,,,,344574.0,,,1237387.0,3528507.0,2524066.0,2477906.0,2366928.0,,,,,,,,,,
Stephen Jackson,,,,,,,,,277787.0,11910779.0,11141820.0,10537078.0,9636262.0,8865523.0,8645678.0,8195069.0,7836578.0,7304425.0,1479020.0,1057084.0,901862.0,499531.0,,,,
Hamed Haddadi,,,,,,,,,232712.0,1539166.0,1564777.0,1994419.0,2050419.0,1952179.0,,,,,,,,,,,,
Chris Smith,,,,,,,,,214721.0,,,,,,,,,,,,,,,,,
James Southerland,,,,,,,,,181170.0,,,,,,,,,,,,,,,,,
Jamaal Tinsley,,,,,,,,,162841.0,1600947.0,1479623.0,6855816.0,7797562.0,8381271.0,8215350.0,7833521.0,7543230.0,2226168.0,1274323.0,1216243.0,1143504.0,,,,,
Chris Wright,,,,,,,,,161981.0,32984.0,570065.0,,,,,,,,,,,,,,,
Damion James,,,,,,,,,125403.0,59504.0,1496264.0,1441366.0,,,,,,,,,,,,,,
Dexter Pittman,,,,,,,,,125402.0,1011574.0,917435.0,590353.0,,,,,,,,,,,,,,
Othyus Jeffers,,,,,,,,,121048.0,,,,,,,,,,,,,,,,,
Elias Harris,,,,,,,,,116356.0,,,,,,,,,,,,,,,,,
Royal Ivey,,,,,,,,,87079.0,1448196.0,1444410.0,1495814.0,1322624.0,1061574.0,1077183.0,997001.0,896454.0,608702.0,,,,,,,,
Melvin Ely,,,,,,,,,86649.0,,,1524691.0,,1239680.0,1167546.0,4424015.0,3353981.0,2495535.0,2408968.0,2250470.0,,,,,,
Casper Ware,,,,,,,,,80519.0,,,,,,,,,,,,,,,,,
Darius Johnson-Odom,,,,,,,,,53993.0,230890.0,,,,,,,,,,,,,,,,
Mustafa Shakur,,,,,,,,,53993.0,,,111774.0,,,,,,,,,,,,,,
Shane Edwards,,,,,,,,,33550.0,,,,,,,,,,,,,,,,,
Baron Davis,,,,,,,,,,17582014.0,18358672.0,16204656.0,15304652.0,13968786.0,21438153.0,20179688.0,19137456.0,17659523.0,16210060.0,5954842.0,4761396.0,4595507.0,4434235.0,,,
Corey Maggette,,,,,,,,,,12933896.0,12352199.0,11966515.0,11258594.0,10275888.0,9128167.0,9373445.0,9778262.0,10025682.0,10353140.0,3125884.0,2210811.0,2133790.0,2058808.0,,,
Lamar Odom,,,,,,,,,,9708587.0,10712710.0,10221398.0,9447316.0,17567885.0,17276486.0,16535555.0,16015861.0,15108125.0,14736359.0,5372882.0,4292674.0,4143143.0,3997756.0,,,
DeSagana Diop,,,,,,,,,,8728493.0,8335933.0,8075652.0,7597909.0,6934726.0,2798435.0,2675449.0,2584255.0,3860122.0,3133807.0,2991223.0,2812328.0,,,,,
Darko Milicic,,,,,,,,,,7645222.0,5749355.0,5391164.0,9447316.0,8716522.0,8476155.0,6988066.0,5776438.0,5536239.0,5318260.0,,,,,,,
Luke Walton,,,,,,,,,,7212015.0,6836875.0,6556653.0,6096668.0,5488180.0,5216095.0,1841212.0,1746118.0,888054.0,542698.0,,,,,,,
Daniel Gibson,,,,,,,,,,5673996.0,5300786.0,5005162.0,5150047.0,4594178.0,896459.0,552655.0,,,,,,,,,,
Hakim Warrick,,,,,,,,,,4735896.0,4814701.0,5297676.0,3778926.0,2631225.0,1794389.0,1722410.0,1671412.0,,,,,,,,,
Daequan Cook,,,,,,,,,,4265473.0,4022150.0,2704752.0,1715783.0,1580894.0,1544485.0,,,,,,,,,,,
Matt Carroll,,,,,,,,,,4143909.0,4694333.0,5360001.0,5920318.0,6270433.0,7106930.0,1590807.0,1536584.0,,516225.0,,,,,,,
Johan Petro,,,,,,,,,,4143909.0,3911944.0,4051164.0,1114633.0,2408706.0,1404590.0,1348169.0,1308331.0,,,,,,,,,
Raja Bell,,,,,,,,,,4120229.0,3899908.0,3739536.0,6613121.0,6208349.0,6194113.0,6025786.0,5936802.0,1890557.0,1018570.0,924936.0,825543.0,,,,,
Jason Kidd,,,,,,,,,,3658479.0,12182397.0,10733092.0,10077137.0,26536969.0,25725784.0,24215625.0,22964947.0,21191428.0,19452072.0,13992570.0,12894112.0,12103394.0,11211685.0,10069420.0,8853142.0,7642858.0
DeShawn Stevenson,,,,,,,,,,2652634.0,3009188.0,5175251.0,4896138.0,4489967.0,1348269.0,1248027.0,3841460.0,3580600.0,2390225.0,1438251.0,1358907.0,1305086.0,,,,
Rodrigue Beaubois,,,,,,,,,,2637103.0,1488609.0,1441067.0,1354669.0,,,,,,,,,,,,,
Grant Hill,,,,,,,,,,2317037.0,7823889.0,4143406.0,3778926.0,2454036.0,2386363.0,22632183.0,21923213.0,20748866.0,19641017.0,18232629.0,16584522.0,15223801.0,11343553.0,11126201.0,9915293.0,8712650.0
Renaldo Balkman,,,,,,,,,,1983156.0,2016156.0,2087907.0,2660889.0,1700988.0,1669985.0,1595146.0,,,,,,,,,,
Gary Forbes,,,,,,,,,,1775961.0,1805512.0,590353.0,,,,,,,,,,,,,,
Jared Jeffries,,,,,,,,,,1746487.0,1479623.0,8580739.0,8145602.0,7511357.0,7344523.0,6983216.0,3399795.0,2626843.0,2535691.0,2408745.0,,,,,,
Keyon Dooling,,,,,,,,,,1742206.0,2703936.0,2493024.0,4489364.0,4097510.0,4689270.0,4483184.0,4330373.0,1067084.0,3337326.0,2672799.0,2525124.0,2425217.0,,,,
Nolan Smith,,,,,,,,,,1663436.0,1573107.0,,,,,,,,,,,,,,,
