Player,2021-22,2020-21,2019-20,2018-19,2017-18,2016-17,2015-16,2014-15,2013-14,2012-13,2011-12,2010-11,2009-10,2008-09,2007-08,2006-07,2005-06,2004-05,2003-04,2002-03,2001-02,2000-01,1999-00,1998-99,1997-98,1996-97
Ishmail Wainright,707893.0,,,,,,,,,,,,,,,,,,,,,,,,,
Shaun Livingston,666666.0,702608.0,,8957401.0,8532054.0,6518469.0,6311685.0,6047365.0,1473040.0,2413466.0,4212863.0,4362792.0,373729.0,459417.0,5743741.0,4662512.0,4546724.0,4336594.0,,,,,,,,
Malik Fitts,630874.0,64845.0,,,,,,,,,,,,,,,,,,,,,,,,
Sam Hauser,619498.0,,,,,,,,,,,,,,,,,,,,,,,,,
Greg Monroe,612805.0,,,2598654.0,23718620.0,19328247.0,18680395.0,6246778.0,4754834.0,3809649.0,3620559.0,3487790.0,,,,,,,,,,,,,,
Amir Coffey,573576.0,610049.0,84399.0,,,,,,,,,,,,,,,,,,,,,,,
Joe Wieskamp,563663.0,,,,,,,,,,,,,,,,,,,,,,,,,
Keifer Sykes,558345.0,,,,,,,,,,,,,,,,,,,,,,,,,
Haywood Highsmith,547701.0,,,83291.0,,,,,,,,,,,,,,,,,,,,,,
Nik Stauskas,534993.0,,,2330957.0,4222760.0,3374009.0,3266937.0,3130084.0,,,,,,,,,,,,,,,,,,
Davon Reed,532398.0,,,811079.0,904653.0,,,,,,,,,,,,,,,,,,,,,
Wenyen Gabriel,522015.0,1707935.0,1533479.0,80865.0,,,,,,,,,,,,,,,,,,,,,,
Skylar Mays,510907.0,560912.0,,,,,,,,,,,,,,,,,,,,,,,,
Georgios Kalaitzakis,499852.0,,,,,,,,,,,,,,,,,,,,,,,,,
RJ Nembhard,491876.0,,,,,,,,,,,,,,,,,,,,,,,,,
Chris Silva,479650.0,1599822.0,495269.0,,,,,,,,,,,,,,,,,,,,,,,
Trent Forrest,463211.0,496067.0,,,,,,,,,,,,,,,,,,,,,,,,
Kessler Edwards,463211.0,,,,,,,,,,,,,,,,,,,,,,,,,
Cassius Winston,462629.0,473328.0,,,,,,,,,,,,,,,,,,,,,,,,
Joel Ayayi,462629.0,,,,,,,,,,,,,,,,,,,,,,,,,
Justin Champagnie,462629.0,,,,,,,,,,,,,,,,,,,,,,,,,
David Johnson,462629.0,,,,,,,,,,,,,,,,,,,,,,,,,
Neemias Queta,462629.0,,,,,,,,,,,,,,,,,,,,,,,,,
Keljin Blevins,462629.0,473328.0,,,,,,,,,,,,,,,,,,,,,,,,
Ignas Brazdeikis,462629.0,1777231.0,952855.0,,,,,,,,,,,,,,,,,,,,,,,
Jericho Sims,462629.0,,,,,,,,,,,,,,,,,,,,,,,,,
Nathan Knight,462629.0,551185.0,,,,,,,,,,,,,,,,,,,,,,,,
McKinley Wright,462629.0,,,,,,,,,,,,,,,,,,,,,,,,,
Sandro Mamukelashvili,462629.0,,,,,,,,,,,,,,,,,,,,,,,,,
Yves Pons,462629.0,,,,,,,,,,,,,,,,,,,,,,,,,
Jay Scrubb,462629.0,473328.0,,,,,,,,,,,,,,,,,,,,,,,,
Chris Chiozza,462629.0,473328.0,84399.0,148117.0,,,,,,,,,,,,,,,,,,,,,,
Sean Chris Smith,462629.0,,,,,,,,,,,,,,,,,,,,,,,,,
Jamorko Pickett,462629.0,,,,,,,,,,,,,,,,,,,,,,,,,
Markus Howard,462629.0,564154.0,,,,,,,,,,,,,,,,,,,,,,,,
Tyler Cook,462629.0,730510.0,84399.0,,,,,,,,,,,,,,,,,,,,,,,
Arnoldas Kulboka,462629.0,,,,,,,,,,,,,,,,,,,,,,,,,
Scottie Lewis,462629.0,,,,,,,,,,,,,,,,,,,,,,,,,
David Duke,462629.0,,,,,,,,,,,,,,,,,,,,,,,,,
Brodric Thomas,462629.0,434425.0,,,,,,,,,,,,,,,,,,,,,,,,
Sharife Cooper,462629.0,,,,,,,,,,,,,,,,,,,,,,,,,
Justin Anderson,445828.0,131739.0,,2712816.0,1751862.0,1706890.0,1649726.0,,,,,,,,,,,,,,,,,,,
Theo Pinson,440710.0,845431.0,1533479.0,83291.0,,,,,,,,,,,,,,,,,,,,,,
Charlie Brown,431151.0,229588.0,84399.0,,,,,,,,,,,,,,,,,,,,,,,
Tim Frazier,386127.0,629674.0,,1975388.0,2218333.0,2356025.0,1126249.0,122468.0,,,,,,,,,,,,,,,,,,
James Ennis,386127.0,3477917.0,1997194.0,1748219.0,3359012.0,3266872.0,1075313.0,578331.0,,,,,,,,,,,,,,,,,,
Langston Galloway,386127.0,2137964.0,7778612.0,7547440.0,7394446.0,5861882.0,962123.0,336800.0,,,,,,,,,,,,,,,,,,
Kyle Guy,383079.0,566887.0,84399.0,,,,,,,,,,,,,,,,,,,,,,,
Sam Dekker,350000.0,,,2975949.0,1990511.0,1939561.0,1874472.0,,,,,,,,,,,,,,,,,,,
Quinndary Weatherspoon,346491.0,473328.0,84399.0,,,,,,,,,,,,,,,,,,,,,,,
Brandon Goodwin,343988.0,1793333.0,554478.0,61290.0,,,,,,,,,,,,,,,,,,,,,,
Malcolm Hill,324373.0,,,,,,,,,,,,,,,,,,,,,,,,,
Louis King,316396.0,51875.0,84399.0,,,,,,,,,,,,,,,,,,,,,,,
DJ Wilson,308493.0,4793498.0,3140919.0,2732475.0,2368115.0,,,,,,,,,,,,,,,,,,,,,
Shaquille Harrison,308493.0,964381.0,1718964.0,1429194.0,255550.0,,,,,,,,,,,,,,,,,,,,,
Justin Jackson,308493.0,5385120.0,3480137.0,3027472.0,2623801.0,,,,,,,,,,,,,,,,,,,,,
Jeff Dowtin,305761.0,,,,,,,,,,,,,,,,,,,,,,,,,
Paul Watson,303102.0,1523641.0,84399.0,,,,,,,,,,,,,,,,,,,,,,,
Trevelin Queen,303102.0,,,,,,,,,,,,,,,,,,,,,,,,,
Myles Powell,300443.0,,,,,,,,,,,,,,,,,,,,,,,,,
Jontay Porter,300000.0,2002437.0,209951.0,,,,,,,,,,,,,,,,,,,,,,,
Mason Jones,295125.0,447432.0,,,,,,,,,,,,,,,,,,,,,,,,
Eugene Omoruyi,281831.0,,,,,,,,,,,,,,,,,,,,,,,,,
Brandon Knight,274672.0,,16593638.0,15775498.0,15105467.0,14210837.0,15370125.0,4051241.0,3429943.0,3262511.0,3085405.0,,,,,,,,,,,,,,,
Justin Robinson,265953.0,208717.0,,,,,,,,,,,,,,,,,,,,,,,,
Ja'Vonte Smart,265878.0,,,,,,,,,,,,,,,,,,,,,,,,,
Mychal Mulder,257902.0,1599822.0,199184.0,,,,,,,,,,,,,,,,,,,,,,,
Tyler Johnson,257418.0,2137964.0,194233.0,20750469.0,6456749.0,6344360.0,962123.0,319781.0,,,,,,,,,,,,,,,,,,
Zylan Cheatham,256734.0,1523641.0,84399.0,,,,,,,,,,,,,,,,,,,,,,,
Cassius Stanley,256734.0,496067.0,,,,,,,,,,,,,,,,,,,,,,,,
Devon Dotson,239291.0,473328.0,,,,,,,,,,,,,,,,,,,,,,,,
Marcus Garrett,236632.0,,,,,,,,,,,,,,,,,,,,,,,,,
Lindell Wigginton,233973.0,,,,,,,,,,,,,,,,,,,,,,,,,
Jay Huff,225997.0,,,,,,,,,,,,,,,,,,,,,,,,,
Olivier Sarr,223339.0,,,,,,,,,,,,,,,,,,,,,,,,,
Aaron Henry,223338.0,,,,,,,,,,,,,,,,,,,,,,,,,
Freddie Gillespie,221156.0,382586.0,,,,,,,,,,,,,,,,,,,,,,,,
JaQuori McLaughlin,220679.0,,,,,,,,,,,,,,,,,,,,,,,,,
Rayjon Tucker,220639.0,731157.0,613703.0,,,,,,,,,,,,,,,,,,,,,,,
Petr Cornelie,218021.0,,,,,,,,,,,,,,,,,,,,,,,,,
Tacko Fall,218021.0,689179.0,84399.0,,,,,,,,,,,,,,,,,,,,,,,
Juwan Morgan,211046.0,1599822.0,791354.0,,,,,,,,,,,,,,,,,,,,,,,
Damyean Dotson,205662.0,2107829.0,1716796.0,1486028.0,1220083.0,,,,,,,,,,,,,,,,,,,,,
Xavier Moon,202069.0,,,,,,,,,,,,,,,,,,,,,,,,,
Tyrone Wallace,198760.0,,,1454912.0,85683.0,,,,,,,,,,,,,,,,,,,,,
Tremont Waters,191860.0,750680.0,84399.0,,,,,,,,,,,,,,,,,,,,,,,
Jaylen Hoard,191860.0,136175.0,84399.0,,,,,,,,,,,,,,,,,,,,,,,
Norvel Pelle,191860.0,1069622.0,371452.0,,,,,,,,,,,,,,,,,,,,,,,
Reggie Perry,188272.0,515520.0,,,,,,,,,,,,,,,,,,,,,,,,
Devin Cannady,185578.0,,,,,,,,,,,,,,,,,,,,,,,,,
Brandon Williams,180798.0,,,,,,,,,,,,,,,,,,,,,,57504.0,479218.0,,
DeJon Jarreau,172821.0,,,,,,,,,,,,,,,,,,,,,,,,,
Moses Wright,172821.0,,,,,,,,,,,,,,,,,,,,,,,,,
Matt Mooney,171156.0,,84399.0,,,,,,,,,,,,,,,,,,,,,,,
Dakota Mathias,171156.0,90775.0,,,,,,,,,,,,,,,,,,,,,,,,
Daulton Hommes,167504.0,,,,,,,,,,,,,,,,,,,,,,,,,
Grant Riller,162186.0,473328.0,,,,,,,,,,,,,,,,,,,,,,,,
Lindy Waters III,159527.0,,,,,,,,,,,,,,,,,,,,,,,,,
Anthony Tolliver,151821.0,647986.0,461099.0,6199683.0,5867492.0,9018280.0,3415583.0,3419810.0,,1084345.0,2467534.0,2742326.0,518378.0,264792.0,,,,,,,,,,,,
Darren Collison,151821.0,,,10782057.0,11091669.0,5895085.0,5708076.0,5469034.0,2210764.0,2746043.0,1752503.0,1696552.0,1594858.0,,,,,,,,,,,,,
Ersan Ilyasova,151821.0,1258945.0,7425039.0,7547440.0,7225432.0,9469194.0,8994369.0,9005502.0,9192126.0,9353395.0,3058538.0,2892531.0,2645248.0,,,889418.0,557028.0,,,,,,,,,
Joe Johnson,151821.0,,,,11374400.0,12400136.0,25399808.0,26424639.0,24977822.0,23386619.0,21712585.0,20348686.0,18865351.0,17672150.0,17589166.0,17065279.0,16762735.0,3378589.0,2736423.0,2612087.0,2455704.0,,,,,
CJ Miles,151821.0,,,8985047.0,8802913.0,5166854.0,5002947.0,4793435.0,2588921.0,2634342.0,4453598.0,4612094.0,4660676.0,4594178.0,1004893.0,889418.0,557028.0,,,,,,,,,
Chaundee Brown,151552.0,,,,,,,,,,,,,,,,,,,,,,,,,
Xavier Sneed,146233.0,,,,,,,,,,,,,,,,,,,,,,,,,
Mario Chalmers,138019.0,,,,2336357.0,,4895669.0,4559747.0,4654241.0,4735896.0,4814701.0,1065006.0,974333.0,869168.0,,,,,,,,,,,,
Anthony Lamb,136095.0,226939.0,,,,,,,,,,,,,,,,,,,,,,,,
Braxton Key,127622.0,,,,,,,,,,,,,,,,,,,,,,,,,
Troy Williams,122741.0,129358.0,,83291.0,2043280.0,735175.0,,,,,,,,,,,,,,,,,,,,
Feron Hunt,116987.0,,,,,,,,,,,,,,,,,,,,,,,,,
Mac McClung,111670.0,,,,,,,,,,,,,,,,,,,,,,,,,
Matt Ryan,111669.0,,,,,,,,,,,,,,,,,,,,,,,,,
Emmanuel Mudiay,111457.0,,1842624.0,4630332.0,3750625.0,3654432.0,3531986.0,,,,,,,,,,,,,,,,,,,
Paris Bass,106352.0,,,,,,,,,,,,,,,,,,,,,,,,,
Hassani Gravett,106352.0,,,,,,,,,,,,,,,,,,,,,,,,,
Carlik Jones,106352.0,,,,,,,,,,,,,,,,,,,,,,,,,
Cheick Diallo,102831.0,,1780793.0,1665775.0,1455904.0,612646.0,,,,,,,,,,,,,,,,,,,,
Jordan Bell,102831.0,624304.0,265179.0,1486028.0,904653.0,,,,,,,,,,,,,,,,,,,,,
DJ Stewart,101034.0,,,,,,,,,,,,,,,,,,,,,,,,,
Nate Hinton,96213.0,473328.0,,,,,,,,,,,,,,,,,,,,,,,,
Jaylen Morris,95930.0,,,83291.0,219773.0,,,,,,,,,,,,,,,,,,,,,
BJ Johnson,95930.0,,84399.0,153224.0,,,,,,,,,,,,,,,,,,,,,,
Scotty Hopson,95930.0,,,82198.0,82253.0,,,,1570806.0,,,,,,,,,,,,,,,,,
Justin James,95930.0,1599822.0,952855.0,,,,,,,,,,,,,,,,,,,,,,,
DaQuan Jeffries,95930.0,1523641.0,952855.0,,,,,,,,,,,,,,,,,,,,,,,
Derrick Walton,95930.0,,86637.0,,85683.0,,,,,,,,,,,,,,,,,,,,,
Demetrius Jackson,92857.0,97863.0,,183409.0,354118.0,1634563.0,,,,,,,,,,,,,,,,,,,,
Emanuel Terry,85578.0,,,102148.0,,,,,,,,,,,,,,,,,,,,,,
Jemerrio Jones,85578.0,,,56249.0,,,,,,,,,,,,,,,,,,,,,,
George King,85578.0,,,83291.0,,,,,,,,,,,,,,,,,,,,,,
Malik Newman,85578.0,,69984.0,,,,,,,,,,,,,,,,,,,,,,,
Chris Clemons,85578.0,1599822.0,597552.0,,,,,,,,,,,,,,,,,,,,,,,
Cameron Oliver,85578.0,45392.0,,,332750.0,,,,,,,,,,,,,,,,,,,,,
Jared Harper,85081.0,548548.0,84399.0,,,,,,,,,,,,,,,,,,,,,,,
Gabriel Lundberg,79764.0,,,,,,,,,,,,,,,,,,,,,,,,,
Jaime Echenique,53176.0,,,,,,,,,,,,,,,,,,,,,,,,,
Craig Sword,53176.0,,,,,,,,,,,,,,,,,,,,,,,,,
Jordan Goodwin,53176.0,,,,,,,,,,,,,,,,,,,,,,,,,
Jordan Schakel,53176.0,,,,,,,,,,,,,,,,,,,,,,,,,
Ade Murkey,53176.0,,,,,,,,,,,,,,,,,,,,,,,,,
Jarron Cumberland,53176.0,,,,,,,,,,,,,,,,,,,,,,,,,
Cameron McGriff,53176.0,,,,,,,,,,,,,,,,,,,,,,,,,
MJ Walker,53176.0,,,,,,,,,,,,,,,,,,,,,,,,,
Aleem Ford,53176.0,,,,,,,,,,,,,,,,,,,,,,,,,
Rob Edwards,53176.0,,,,,,,,,,,,,,,,,,,,,,,,,
Tyler Hall,53176.0,26347.0,,,,,,,,,,,,,,,,,,,,,,,,
Javin DeLaurier,53176.0,,,,,,,,,,,,,,,,,,,,,,,,,
Aric Holman,53176.0,,,,,,,,,,,,,,,,,,,,,,,,,
Jon Teske,53176.0,,,,,,,,,,,,,,,,,,,,,,,,,
Shaq Buchanan,53176.0,,,,,,,,,,,,,,,,,,,,,,,,,
Ahmad Caver,53176.0,,,,,,,,,,,,,,,,,,,,,,,,,
Jaysean Paige,53176.0,,,,,,,,,,,,,,,,,,,,,,,,,
Micah Potter,53176.0,,,,,,,,,,,,,,,,,,,,,,,,,
Trayvon Palmer,53176.0,,,,,,,,,,,,,,,,,,,,,,,,,
Tre Scott,53176.0,,,,,,,,,,,,,,,,,,,,,,,,,
Justin Tillman,53176.0,,,,,,,,,,,,,,,,,,,,,,,,,
Malik Ellison,53176.0,,,,,,,,,,,,,,,,,,,,,,,,,
Anthony Barber,53176.0,,,,,56364.0,,,,,,,,,,,,,,,,,,,,
Luca Vildoza,42789.0,3688700.0,,,,,,,,,,,,,,,,,,,,,,,,
Zavier Simpson,37223.0,,,,,,,,,,,,,,,,,,,,,,,,,
Mfiondu Kabengele,19186.0,2563492.0,2097043.0,,,,,,,,,,,,,,,,,,,,,,,
Melvin Frazier,13294.0,,1502883.0,1132116.0,,,,,,,,,,,,,,,,,,,,,,
JJ Redick,,13715327.0,14305187.0,13208020.0,25510840.0,8316545.0,8066469.0,7743021.0,7563142.0,7103844.0,8124808.0,9037212.0,3576638.0,2656825.0,2608256.0,2491622.0,,,,,,,,,,
Dion Waiters,,13332018.0,398178.0,13698604.0,13420920.0,3266872.0,5850245.0,4630424.0,4531183.0,4412197.0,,,,,,,,,,,,,,,,
Dante Exum,,10117579.0,10182911.0,11428981.0,5537388.0,4441864.0,4301039.0,4120872.0,,,,,,,,,,,,,,,,,,
Meyers Leonard,,9906796.0,11971832.0,11424135.0,10985738.0,10386223.0,3501973.0,2642282.0,2585617.0,2517744.0,,,,,,,,,,,,,,,,
Cristiano Felicio,,7934943.0,8651762.0,9133459.0,8699751.0,985964.0,597832.0,,,,,,,,,,,,,,,,,,,
Aron Baynes,,7377401.0,5784403.0,5599769.0,4769418.0,7327353.0,7400430.0,2393867.0,917900.0,283665.0,,,,,,,,,,,,,,,,
Darius Miller,,7377401.0,7690219.0,2377443.0,2329250.0,,,1043319.0,917900.0,560734.0,,,,,,,,,,,,,,,,
Mike Scott,,5275211.0,5056452.0,4658388.0,1896163.0,3757616.0,3795092.0,3799789.0,917900.0,560734.0,,,,,,,,,,,,,,,,
TJ Leaf,,4670340.0,2984102.0,2595845.0,2249789.0,,,,,,,,,,,,,,,,,,,,,
Patrick McCaw,,4215658.0,4242879.0,1039501.0,1455904.0,612646.0,,,,,,,,,,,,,,,,,,,,
Terrance Ferguson,,4156652.0,2626172.0,2284545.0,1979863.0,,,,,,,,,,,,,,,,,,,,,
Nicolo Melli,,4107564.0,4351671.0,,,,,,,,,,,,,,,,,,,,,,,
Jerome Robinson,,3939026.0,3784351.0,3288700.0,,,,,,,,,,,,,,,,,,,,,,
Jeff Teague,,3554669.0,20153679.0,20485910.0,21074172.0,9018280.0,9108222.0,9119495.0,9308482.0,2880698.0,1901710.0,1840898.0,1730597.0,,,,,,,,,,,,,
Marko Guduric,,2898264.0,2784389.0,,,,,,,,,,,,,,,,,,,,,,,
Vincent Poirier,,2760420.0,2657944.0,,,,,,,,,,,,,,,,,,,,,,,
Jared Dudley,,2703030.0,2720484.0,10275301.0,11091669.0,11802674.0,4838743.0,4844732.0,4945131.0,5031889.0,5115620.0,2681332.0,1647158.0,1517717.0,1482675.0,,,,,,,,,,,
Jose Juan Barea,,2703030.0,2720484.0,4001059.0,4330077.0,4618430.0,4884284.0,6636801.0,5453607.0,5319595.0,5175803.0,2262419.0,2087856.0,1862504.0,896459.0,552655.0,,,,,,,,,,
Matthew Dellavedova,,2291545.0,10190867.0,10358862.0,10656321.0,10830391.0,1533911.0,930738.0,570354.0,,,,,,,,,,,,,,,,,
Anderson Varejao,,2257182.0,,,,12232913.0,11565818.0,11171382.0,10588399.0,9945382.0,9268299.0,9076873.0,7935745.0,7182414.0,6984352.0,1266218.0,1210828.0,1128605.0,,,,,,,,
Bruno Caboclo,,2137964.0,1957347.0,760524.0,2718816.0,1791977.0,1735116.0,1662438.0,,,,,,,,,,,,,,,,,,
Jacob Evans,,2126082.0,2042819.0,1775158.0,,,,,,,,,,,,,,,,,,,,,,
Spencer Hawes,,2115267.0,,2164021.0,2226162.0,6518469.0,6311685.0,6047365.0,7563142.0,7695831.0,4876117.0,3707525.0,2938493.0,2707784.0,2645343.0,,,,,,,,,,,
Dzanan Musa,,2110779.0,2027672.0,1762219.0,,,,,,,,,,,,,,,,,,,,,,
Omari Spellman,,2095477.0,2013034.0,1749410.0,,,,,,,,,,,,,,,,,,,,,,
Quinn Cook,,2088487.0,3182159.0,1665775.0,210554.0,108111.0,,,,,,,,,,,,,,,,,,,,
Mario Hezonja,,2083600.0,1842624.0,7008337.0,4523537.0,4407504.0,4259779.0,,,,,,,,,,,,,,,,,,,
JaKarr Sampson,,1984380.0,1842624.0,92140.0,85683.0,,1256418.0,578331.0,,,,,,,,,,,,,,,,,,
Rodions Kurucs,,1876128.0,1802413.0,1822167.0,,,,,,,,,,,,,,,,,,,,,,
Thon Maker,,1830802.0,3786391.0,3018674.0,3423758.0,2895544.0,,,,,,,,,,,,,,,,,,,,
Dwayne Bacon,,1769368.0,1716796.0,1486028.0,904653.0,,,,,,,,,,,,,,,,,,,,,
Harry Giles,,1707935.0,2735384.0,2379643.0,2062385.0,,,,,,,,,,,,,,,,,,,,,
Josh Gray,,1707935.0,84399.0,,102219.0,,,,,,,,,,,,,,,,,,,,,
Jalen Lecque,,1599822.0,952855.0,,,,,,,,,,,,,,,,,,,,,,,
Alen Smailagic,,1599822.0,952855.0,,,,,,,,,,,,,,,,,,,,,,,
Sindarius Thornwell,,1302521.0,194233.0,1486028.0,904653.0,,,,,,,,,,,,,,,,,,,,,
Glenn Robinson III,,1228149.0,1997194.0,4393688.0,1690708.0,1184212.0,1252380.0,578330.0,,,,,,,,,,,,,,,,,,
Khyri Thomas,,1118501.0,1502883.0,904036.0,,,,,,,,,,,,,,,,,,,,,,
Guerschon Yabusele,,1095101.0,,2876221.0,2492830.0,,,,,,,,,,,,,,,,,,,,,
Iman Shumpert,,846339.0,,11872376.0,11465546.0,10892867.0,10233958.0,3147494.0,2091616.0,1989502.0,1881488.0,,,,,,,,,,,,,,,
Cole Aldrich,,722289.0,,2156411.0,8096919.0,8616943.0,1253065.0,1118373.0,1028928.0,2895384.0,2751601.0,2650732.0,,,,,,,,,,,,,,
Jarrell Brantley,,538113.0,84399.0,,,,,,,,,,,,,,,,,,,,,,,
Rondae Hollis-Jefferson,,530073.0,2651799.0,2663552.0,1614636.0,1573239.0,1520481.0,,,,,,,,,,,,,,,,,,,
Dakari Johnson,,484183.0,,495342.0,904653.0,,,,,,,,,,,,,,,,,,,,,
Jalen Harris,,473328.0,,,,,,,,,,,,,,,,,,,,,,,,
Ty-Shon Alexander,,473328.0,,,,,,,,,,,,,,,,,,,,,,,,
Josh Hall,,473328.0,,,,,,,,,,,,,,,,,,,,,,,,
Jaylen Adams,,473328.0,173274.0,255377.0,,,,,,,,,,,,,,,,,,,,,,
Sean McDermott,,473328.0,,,,,,,,,,,,,,,,,,,,,,,,
Kostas Antetokounmpo,,473328.0,84399.0,83291.0,,,,,,,,,,,,,,,,,,,,,,
Nico Mannion,,473328.0,,,,,,,,,,,,,,,,,,,,,,,,
Tyler Bey,,473328.0,,,,,,,,,,,,,,,,,,,,,,,,
Marques Bolden,,473328.0,,,,,,,,,,,,,,,,,,,,,,,,
Adam Mokoka,,473328.0,84399.0,,,,,,,,,,,,,,,,,,,,,,,
Nate Darling,,473328.0,,,,,,,,,,,,,,,,,,,,,,,,
Yogi Ferrell,,468095.0,3341267.0,3234617.0,1455904.0,461397.0,,,,,,,,,,,,,,,,,,,,
Noah Vonleh,,450784.0,2121439.0,1748219.0,4471072.0,3101567.0,3003117.0,2877428.0,,,,,,,,,,,,,,,,,,
Andre Roberson,,433832.0,11392917.0,10782057.0,10270065.0,2460944.0,1378529.0,1323330.0,1292529.0,,,,,,,,,,,,,,,,,
Donta Hall,,396562.0,107667.0,,,,,,,,,,,,,,,,,,,,,,,
Brian Bowen,,395556.0,84399.0,,,,,,,,,,,,,,,,,,,,,,,
Anzejs Pasecniks,,394477.0,511419.0,,,,,,,,,,,,,,,,,,,,,,,
AJ Hammons,,368961.0,,,1455904.0,732735.0,,,,,,,,,,,,,,,,,,,,
Karim Mane,,363133.0,,,,,,,,,,,,,,,,,,,,,,,,
Will Magnay,,359891.0,,,,,,,,,,,,,,,,,,,,,,,,
Greg Whittington,,350165.0,,,,,,,,,,,,,,,,,,,,,,,,
Raymond Spalding,,304745.0,84399.0,1103230.0,,,,,,,,,,,,,,,,,,,,,,
Chasson Randle,,295019.0,97116.0,1052139.0,1455904.0,610052.0,,,,,,,,,,,,,,,,,,,,
Justin Patton,,282051.0,512449.0,2876221.0,2492830.0,,,,,,,,,,,,,,,,,,,,,
Mike James,,250460.0,,,182792.0,,,,1034517.0,941732.0,334099.0,,8145602.0,7753102.0,7344523.0,6983216.0,4763410.0,4439945.0,944619.0,773910.0,,,,,,
Axel Toupane,,207486.0,,,,1101958.0,70332.0,,,,,,,,,,,,,,,,,,,
Henry Ellenson,,178093.0,,2371309.0,1975204.0,1921029.0,,,,,,,,,,,,,,,,,,,,
Ashton Hagans,,175066.0,,,,,,,,,,,,,,,,,,,,,,,,
John Henson,,167474.0,10323346.0,11404685.0,12669499.0,13829089.0,3350937.0,2265419.0,2217001.0,2158716.0,,,,,,,,,,,,,,,,
Jordan Bone,,142647.0,84399.0,,,,,,,,,,,,,,,,,,,,,,,
Amida Brimah,,129690.0,,,,,,,,,,,,,,,,,,,,,,,,
James Nunnally,,113479.0,,715124.0,,,,,67100.0,,,,,,,,,,,,,,,,,
Jeremiah Martin,,61603.0,84399.0,,,,,,,,,,,,,,,,,,,,,,,
Jerian Grant,,52695.0,208206.0,2845722.0,1900934.0,1852174.0,1790175.0,,,,,,,,,,,,,,,,,,,
Cam Reynolds,,35094.0,84399.0,117473.0,,,,,,,,,,,,,,,,,,,,,,
Andrew White,,26347.0,,,85683.0,,,,,,,,,,,,,,,,,,,,,
Elijah Bryant,,25937.0,,,,,,,,,,,,,,,,,,,,,,,,
Caleb Homesley,,21078.0,,,,,,,,,,,,,,,,,,,,,,,,
Chandler Parsons,,,26626736.0,25992585.0,25635071.0,24931882.0,17489494.0,16757073.0,1078038.0,1051664.0,1023124.0,,,,,,,,,,,,,,,
Evan Turner,,,19736345.0,19266300.0,19001303.0,18480084.0,3900038.0,3736713.0,7772427.0,6266869.0,5955592.0,5737345.0,,,,,,,,,,,,,,
Ian Mahinmi,,,16388177.0,17251292.0,17746671.0,18036561.0,4554111.0,4559747.0,4654241.0,4735896.0,1102388.0,950086.0,1359960.0,1253093.0,1224165.0,,,,,,,,,,,
Courtney Lee,,,13534437.0,13212096.0,13030371.0,12672939.0,6461145.0,6212656.0,6079602.0,5919870.0,2678289.0,1756385.0,1592741.0,1460501.0,,,,,,,,,,,,
Marco Belinelli,,,6201132.0,6635112.0,7855427.0,7139471.0,6900168.0,3275893.0,3199791.0,2317037.0,4065538.0,2967035.0,1949472.0,1796348.0,1754955.0,,,,,,,,,,,
Kyle Korver,,,2720484.0,8151235.0,7764168.0,5906339.0,6542526.0,7128619.0,7866323.0,5919870.0,6018376.0,6232560.0,6493600.0,6154731.0,5737705.0,5380601.0,5071234.0,888054.0,542698.0,,,,,,,
Tyson Chandler,,,2720484.0,14647425.0,14419170.0,13995244.0,14800861.0,16639532.0,16406827.0,16107005.0,15777579.0,15706051.0,14926759.0,14092953.0,13366245.0,12252431.0,12572051.0,6876332.0,5626725.0,5370791.0,5049515.0,,,,,
Thabo Sefolosha,,,2720484.0,5660580.0,5823126.0,4509140.0,4554111.0,4559747.0,4537885.0,4262306.0,3972128.0,4051164.0,3476143.0,2397863.0,2353971.0,2248662.0,,,,,,,,,,
Wilson Chandler,,,2720484.0,13801640.0,13328697.0,12662958.0,11896975.0,7700175.0,7381817.0,7021457.0,,2655671.0,1581405.0,1457074.0,1423524.0,,,,,,,,,,,
Vince Carter,,,2720484.0,2581102.0,8873335.0,4806807.0,4654323.0,4459411.0,3700121.0,3693999.0,25638283.0,21564658.0,20532167.0,18282502.0,17369599.0,20222036.0,19337429.0,18024298.0,16751706.0,15204932.0,4690620.0,3822403.0,3706443.0,2933650.0,,
Skal Labissiere,,,2480860.0,1665775.0,1455904.0,1340161.0,,,,,,,,,,,,,,,,,,,,
Ante Zizic,,,2420350.0,2105477.0,1824801.0,,,,,,,,,,,,,,,,,,,,,
Kyle O'Quinn,,,2306342.0,4796937.0,4533720.0,4417548.0,4269479.0,1043319.0,917900.0,934003.0,,,,,,,,,,,,,,,,
Caleb Swanigan,,,2156613.0,1876078.0,1625950.0,,,,,,,,,,,,,,,,,,,,,
Shabazz Napier,,,1957347.0,2094330.0,2619141.0,1521970.0,1473755.0,1411971.0,,,,,,,,,,,,,,,,,,
Treveon Graham,,,1745263.0,1630895.0,1455904.0,612646.0,597832.0,,,,,,,,,,,,,,,,,,,
Malcolm Miller,,,1684668.0,493190.0,85683.0,,,,,,,,,,,,,,,,,,,,,
Nigel Williams-Goss,,,1591079.0,,,,,,,,,,,,,,,,,,,,,,,
Elie Okobo,,,1502883.0,1335319.0,,,,,,,,,,,,,,,,,,,,,,
Ryan Broekhoff,,,1502883.0,904036.0,,,,,,,,,,,,,,,,,,,,,,
