Player,2021/22,2021/22(*),2020/21,2020/21(*),2019/20,2019/20(*),2018/19,2018/19(*),2017/18,2017/18(*),2016/17,2016/17(*),2015/16,2015/16(*),2014/15,2014/15(*),2013/14,2013/14(*),2012/13,2012/13(*),2011/12,2011/12(*),2010/11,2010/11(*),2009/10,2009/10(*),2008/09,2008/09(*),2007/08,2007/08(*),2006/07,2006/07(*),2005/06,2005/06(*),2004/05,2004/05(*),2003/04,2003/04(*),2002/03,2002/03(*),2001/02,2001/02(*),2000/01,2000/01(*),1999/00,1999/00(*),1998/99,1998/99(*),1997/98,1997/98(*),1996/97,1996/97(*)
Deron Williams,,,,,,,"$5,474,787","$5,902,947","$5,474,787","$6,072,453","$14,885,520","$16,780,223","$10,853,761","$12,357,308","$19,754,465","$22,518,845","$18,466,130","$21,486,457","$17,177,795","$20,338,063","$16,359,805","$19,691,893","$14,940,152","$18,623,079","$12,323,900","$15,523,704","$5,069,449","$6,294,582","$4,010,640","$5,229,970","$3,749,040","$5,020,202","$3,487,400","$4,871,530",,,,,,,,,,,,,,,,,,
Jason Smith,,,,,,,"$5,450,000","$5,876,221","$5,225,000","$5,795,397","$5,000,000","$5,636,425","$4,300,000","$4,895,669","$3,278,000","$3,736,713","$2,500,000","$2,908,900","$2,500,000","$2,959,935","$2,500,000","$3,009,188","$2,187,913","$2,727,259","$1,418,880","$1,787,281","$1,326,360","$1,646,901","$1,233,840","$1,608,956",,,,,,,,,,,,,,,,,,,,,,
Josh Smith,,,,,,,"$5,331,729","$5,748,701","$5,514,806","$6,116,839","$5,331,729","$6,010,378","$6,830,916","$7,777,187","$14,945,778","$17,037,244","$14,000,000","$16,289,845","$13,200,000","$15,628,457","$12,400,000","$14,925,573","$11,600,000","$14,459,539","$10,800,000","$13,604,135","$10,000,000","$12,416,699","$2,243,543","$2,925,633","$1,460,640","$1,955,889","$1,365,360","$1,907,264","$1,270,080","$1,819,059",,,,,,,,,,,,,,,,
Alexis Ajinca,,,,,,,"$5,285,394","$5,698,742","$4,961,798","$5,503,462","$4,863,206","$5,482,219","$4,539,607","$5,168,468","$981,084","$1,118,373","$635,880","$739,884",,,,,"$1,467,840","$1,829,680","$1,372,080","$1,728,329","$1,276,320","$1,584,768",,,,,,,,,,,,,,,,,,,,,,,,
Dirk Nowitzki,,,,,,,"$5,000,000","$5,391,028","$5,000,000","$5,545,834","$25,000,000","$28,182,127","$8,333,333","$9,487,731","$7,974,482","$9,090,406","$22,721,381","$26,437,698","$20,907,128","$24,753,497","$19,092,873","$22,981,619","$17,278,618","$21,538,005","$19,795,714","$24,935,516","$18,077,904","$22,446,789","$16,360,094","$21,333,954","$15,101,625","$20,222,036","$13,843,156","$19,337,429","$12,584,688","$18,024,298","$11,326,219","$16,751,706","$10,067,750","$15,204,932","$2,157,595","$3,293,314","$1,693,560","$2,668,987","$1,583,040","$2,587,879","$1,472,640","$2,454,665",,,,
Tony Parker,,,,,,,"$5,000,000","$5,391,028","$15,453,126","$17,140,097","$14,445,313","$16,283,986","$13,437,500","$15,298,967","$12,500,000","$14,249,212","$12,500,000","$14,544,504","$12,500,000","$14,799,675","$12,500,000","$15,045,941","$13,500,000","$16,827,912","$12,600,000","$15,871,491","$11,550,000","$14,341,287","$10,500,000","$13,692,251","$9,450,000","$12,654,150","$8,400,000","$11,733,914","$1,545,441","$2,213,443","$856,200","$1,266,337","$800,400","$1,208,813","$744,480","$1,136,360",,,,,,,,,,
Ron Baker,,,,,,,"$4,697,823","$5,065,219","$4,328,000","$4,800,474","$543,471","$612,646",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luc Mbah a Moute,,,,,,,"$4,320,500","$4,658,388","$2,116,955","$2,348,056","$2,203,000","$2,483,409","$1,270,964","$1,447,027","$4,382,576","$4,995,860","$4,588,384","$5,338,861","$4,794,192","$5,676,198","$5,000,000","$6,018,376","$854,389","$1,065,006","$736,420","$927,625","$757,000","$939,944",,,,,,,,,,,,,,,,,,,,,,,,
Al Jefferson,,,,,,,"$4,000,000","$4,312,823","$9,769,821","$10,836,362","$10,230,179","$11,532,328","$13,500,000","$15,370,125","$13,500,000","$15,389,149","$13,500,000","$15,708,064","$15,000,000","$17,759,610","$14,000,000","$16,851,454","$13,000,000","$16,204,656","$12,000,000","$15,115,706","$11,000,000","$13,658,368","$2,480,885","$3,235,133","$1,618,320","$2,167,033","$1,512,840","$2,113,278","$1,407,240","$2,015,505",,,,,,,,,,,,,,,,
Jodie Meeks,,,,,,,"$3,774,176","$4,069,337","$3,290,000","$3,649,159","$6,540,000","$7,372,444","$6,270,000","$7,138,569","$6,000,000","$6,839,621","$1,550,000","$1,803,518","$1,400,000","$1,657,563","$854,389","$1,028,406","$762,195","$950,085","$650,000","$818,767",,,,,,,,,,,,,,,,,,,,,,,,,,
Alex Abrines,,,,,,,"$3,667,645","$3,954,476","$5,725,000","$6,349,981","$5,994,764","$6,757,808",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nenê,,,,,,,"$3,651,480","$3,937,046","$3,477,600","$3,857,239","$2,898,000","$3,266,872","$13,000,000","$14,800,861","$13,000,000","$14,819,180","$13,000,000","$15,126,284","$13,000,000","$15,391,662","$13,000,000","$15,647,779","$11,360,000","$14,160,376","$10,520,000","$13,251,435","$9,680,000","$12,019,364","$8,840,000","$11,527,571","$8,000,000","$10,712,508","$3,039,889","$4,246,404","$2,260,280","$3,237,264","$2,102,840","$3,110,142","$1,945,520","$2,938,243",,,,,,,,,,,,
Michael Beasley,,,,,,,"$3,500,000","$3,773,720","$2,116,955","$2,348,056","$1,403,611","$1,582,269","$306,526","$348,988","$330,225","$376,435","$7,027,424","$8,176,831","$5,750,000","$6,807,850","$6,262,347","$7,537,832","$4,962,240","$6,185,491","$4,638,600","$5,842,976","$4,314,960","$5,357,755",,,,,,,,,,,,,,,,,,,,,,,,
Allonzo Trier,,,,,,,"$3,382,000","$3,646,491",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ekpe Udoh,,,,,,,"$3,360,000","$3,622,771","$3,200,000","$3,549,334",,,,,"$981,084","$1,118,373","$4,469,547","$5,200,587","$3,524,880","$4,173,366","$3,294,960","$3,966,062","$3,065,040","$3,820,609",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shelvin Mack,,,,,,,"$2,512,601","$2,709,100","$6,000,000","$6,655,001","$2,433,334","$2,743,061","$2,433,333","$2,770,417","$2,433,333","$2,773,846","$884,293","$1,028,928","$761,800","$901,950","$473,604","$570,065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Manu Ginobili,,,,,,,"$2,500,000","$2,695,514","$2,500,000","$2,772,917","$14,000,000","$15,781,991","$2,814,000","$3,203,817","$7,000,000","$7,979,558","$7,000,000","$8,144,922","$14,107,492","$16,702,904","$12,981,038","$15,624,955","$11,854,584","$14,776,881","$10,728,130","$13,513,605","$9,905,248","$12,299,048","$9,079,811","$11,840,291","$8,254,375","$11,053,132","$7,428,937","$10,377,441","$6,603,500","$9,457,799","$1,457,500","$2,155,671","$1,325,000","$2,001,096",,,,,,,,,,,,
Dante Cunningham,,,,,,,"$2,487,000","$2,681,497","$2,300,000","$2,551,084","$3,000,000","$3,381,855","$2,850,000","$3,244,804","$831,941","$948,360","$2,180,000","$2,536,561","$2,090,000","$2,474,505","$2,000,000","$2,407,350","$762,195","$950,085","$457,588","$576,397",,,,,,,,,,,,,,,,,,,,,,,,,,
Jarell Martin,,,,,,,"$2,416,221","$2,605,183","$1,471,382","$1,632,008","$1,286,160","$1,449,869","$1,230,840","$1,401,345",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgios Papagiannis,,,,,,,"$2,400,480","$2,588,211","$2,486,757","$2,758,228","$2,202,240","$2,482,552",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amir Johnson,,,,,,,"$2,393,887","$2,581,102","$11,000,000","$12,200,836","$12,000,000","$13,527,421","$12,000,000","$13,662,333","$7,000,000","$7,979,558","$6,500,000","$7,563,142","$6,000,000","$7,103,844","$5,500,000","$6,620,214","$5,000,000","$6,232,560","$3,666,666","$4,618,687","$3,666,667","$4,552,790","$3,666,666","$4,781,420","$664,209","$889,418","$398,762","$557,028",,,,,,,,,,,,,,,,,,
Raymond Felton,,,,,,,"$2,393,887","$2,581,102","$2,328,652","$2,582,863","$1,551,659","$1,749,162","$4,540,000","$5,168,916","$4,360,000","$4,970,125","$4,180,000","$4,863,682","$4,000,000","$4,735,896","$7,560,000","$9,099,785","$7,500,000","$9,348,840","$5,501,196","$6,929,538","$4,148,716","$5,151,335","$3,274,440","$4,269,948","$3,060,840","$4,098,659","$2,847,360","$3,977,461",,,,,,,,,,,,,,,,,,
Dwyane Wade,,,,,,,"$2,393,887","$2,581,102","$17,878,652","$19,830,409","$23,200,000","$26,153,014","$20,000,000","$22,770,556","$15,000,000","$17,099,054","$18,536,000","$21,567,754","$17,024,000","$20,155,974","$15,691,000","$18,886,869","$14,200,000","$17,700,471","$15,779,912","$19,877,042","$14,410,581","$17,893,184","$13,041,250","$17,006,102","$3,841,443","$5,143,936","$3,031,920","$4,235,272","$2,834,160","$4,059,198","$2,636,400","$3,899,288",,,,,,,,,,,,,,
Zaza Pachulia,,,,,,,"$2,393,887","$2,581,102","$3,477,600","$3,857,239","$2,898,000","$3,266,872","$5,200,000","$5,920,344","$5,200,000","$5,927,672","$5,200,000","$6,050,513","$5,248,750","$6,214,383","$4,750,000","$5,717,457","$4,251,250","$5,299,234","$4,750,000","$5,983,300","$4,000,000","$4,966,679","$4,000,000","$5,216,095","$4,000,000","$5,356,254","$4,000,000","$5,587,578","$620,046","$888,054","$366,931","$542,698",,,,,,,,,,,,,,
Jose Calderon,,,,,,,"$2,393,887","$2,581,102","$2,328,652","$2,582,863","$7,708,427","$8,689,594","$7,402,812","$8,428,307","$7,097,191","$8,090,350","$6,791,570","$7,902,401","$11,046,591","$13,078,877","$9,780,992","$11,773,138","$9,000,000","$11,218,608","$8,219,009","$10,353,010","$7,438,018","$9,235,563","$2,471,604","$3,223,030","$2,333,334","$3,124,482","$2,190,000","$3,059,199",,,,,,,,,,,,,,,,,,
Devin Harris,,,,,,,"$2,393,887","$2,581,102","$4,402,546","$4,883,158","$4,227,996","$4,766,156","$4,053,446","$4,614,961","$3,878,896","$4,421,696","$1,272,279","$1,480,373","$8,500,000","$10,063,779","$9,319,000","$11,217,050","$8,981,000","$11,194,924","$8,400,000","$10,580,994","$7,800,000","$9,685,025","$3,995,003","$5,209,579","$3,153,120","$4,222,228","$2,947,440","$4,117,263","$2,741,880","$3,927,031",,,,,,,,,,,,,,,,
Channing Frye,,,,,,,"$2,393,887","$2,581,102","$7,420,912","$8,231,030","$7,806,971","$8,800,682","$8,193,029","$9,327,991","$8,579,088","$9,779,619","$6,400,000","$7,446,786","$6,000,000","$7,103,844","$5,600,000","$6,740,581","$5,200,000","$6,481,862","$2,000,000","$2,519,284","$3,163,769","$3,928,356","$2,487,240","$3,243,420","$2,325,000","$3,113,322","$2,162,880","$3,021,315",,,,,,,,,,,,,,,,,,
Omri Casspi,,,,,,,"$2,176,260","$2,346,456","$2,106,470","$2,336,426","$3,149,524","$3,550,411","$2,836,186","$3,229,076","$1,063,384","$1,212,190","$947,907","$1,102,947","$2,277,306","$2,696,271","$1,341,960","$1,615,284","$1,254,480","$1,563,724","$1,167,000","$1,470,002",,,,,,,,,,,,,,,,,,,,,,,,,,
Quincy Pondexter,,,,,,,"$2,165,481","$2,334,834","$3,853,931","$4,274,653","$3,617,978","$4,078,492","$3,382,023","$3,850,527","$3,146,068","$3,586,319","$2,225,478","$2,589,477","$1,234,320","$1,461,402","$1,153,800","$1,388,800","$1,073,280","$1,337,856",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jonas Jerebko,,,,,,,"$2,165,481","$2,334,834","$4,000,000","$4,436,667","$5,000,000","$5,636,425","$5,000,000","$5,692,639","$4,500,000","$5,129,716","$4,500,000","$5,236,021","$4,500,000","$5,327,883","$4,500,000","$5,416,538","$762,195","$950,085","$457,588","$576,397",,,,,,,,,,,,,,,,,,,,,,,,,,
Salah Mejri,,,,,,,"$2,098,196","$2,262,287","$1,471,382","$1,632,008","$874,636","$985,964","$525,093","$597,832",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tyler Lydon,,,,,,,"$1,874,640","$2,021,247","$1,579,440","$1,751,862",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ian Clark,,,,,,,"$1,757,429","$1,894,870","$1,577,230","$1,749,411","$1,015,696","$1,144,978","$947,276","$1,078,500","$816,481","$930,736","$490,180","$570,354",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deyonta Davis,,,,,,,"$1,741,503","$1,877,698","$1,312,611","$1,455,904","$1,369,229","$1,543,511",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MarShon Brooks,,,,,,,"$1,656,092","$1,785,607","$86,118","$95,519",,,,,,,"$1,276,560","$1,485,354","$1,193,280","$1,412,812","$1,110,120","$1,336,224",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malachi Richardson,,,,,,,"$1,569,360","$1,692,093","$1,504,560","$1,668,808","$1,439,880","$1,623,155",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wade Baldwin,,,,,,,"$1,544,951","$1,665,775","$2,254,292","$2,500,385","$1,793,760","$2,022,078",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gerald Green,,,,,,,"$1,512,601","$1,630,895","$1,381,403","$1,532,206","$1,410,598","$1,590,146","$1,362,897","$1,551,696","$3,500,000","$3,989,779","$3,500,000","$4,072,461","$3,500,000","$4,143,909","$516,999","$622,298",,,,,"$854,957","$1,061,574","$1,440,960","$1,879,046","$1,347,000","$1,803,718","$1,253,040","$1,750,364",,,,,,,,,,,,,,,,,,
Jawun Evans,,,,,,,"$1,455,492","$1,569,319","$815,615","$904,653",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tyler Dorsey,,,,,,,"$1,378,242","$1,486,028","$815,615","$904,653",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ivan Rabb,,,,,,,"$1,378,242","$1,486,028","$950,000","$1,053,708",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rade Zagorac,,,,,,,"$1,378,242","$1,486,028","$950,000","$1,053,708",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zhou Qi,,,,,,,"$1,378,242","$1,486,028","$815,615","$904,653",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ike Anigbogu,,,,,,,"$1,349,383","$1,454,912","$950,000","$1,053,708",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Antonio Blakeney,,,,,,,"$1,349,383","$1,454,912","$77,250","$85,683",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jabari Bird,,,,,,,"$1,349,383","$1,454,912","$77,250","$85,683",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Daniel Hamilton,,,,,,,"$1,349,383","$1,454,912","$77,250","$85,683",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Justin Hamilton,,,,,,,"$1,000,000","$1,078,205","$1,000,000","$1,109,166","$3,000,000","$3,381,855",,,"$816,482","$930,737","$126,870","$147,620",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jason Thompson,,,,,,,"$893,333","$963,196","$893,333","$990,855","$893,333","$1,007,040","$6,752,729","$7,688,168","$6,037,500","$6,882,369","$5,643,750","$6,566,843","$5,250,000","$6,215,863","$3,001,284","$3,612,571","$2,178,000","$2,714,903","$2,035,920","$2,564,530","$1,893,840","$2,351,524",,,,,,,,,,,,,,,,,,,,,,,,
Isaiah Briscoe,,,,,,,"$838,464","$904,036",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lorenzo Brown,,,,,,,"$800,000","$862,564","$77,250","$85,683",,,"$222,888","$253,764","$390,082","$444,668",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isaiah Canaan,,,,,,,"$744,671","$802,907","$1,113,863","$1,235,459","$1,015,696","$1,144,978","$947,276","$1,078,500","$816,482","$930,738","$570,515","$663,828",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isaiah Whitehead,,,,,,,"$726,390","$783,197","$1,312,611","$1,455,904","$1,074,145","$1,210,867",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kalin Lucas,,,,,,,"$648,008","$698,685",,,,,,,"$173,008","$197,218",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
John Jenkins,,,,,,,"$585,809","$631,621",,,"$1,050,961","$1,184,732","$981,349","$1,117,293","$1,312,920","$1,496,646","$1,258,800","$1,464,689","$1,204,560","$1,426,167",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andrew Bogut,,,,,,,"$486,892","$524,969","$1,078,810","$1,196,580","$11,410,378","$12,862,748","$12,000,000","$13,662,333","$12,972,973","$14,788,371","$14,200,000","$16,522,557","$13,150,000","$15,569,258","$12,000,000","$14,444,103","$11,000,000","$13,711,632","$10,000,000","$12,596,421","$6,294,310","$7,815,455","$4,991,520","$6,509,061","$4,665,960","$6,248,017","$4,340,520","$6,063,248",,,,,,,,,,,,,,,,,,
Yante Maten,,,,,,,"$385,000","$415,109",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andrew Harrison,,,,,,,"$354,500","$382,223","$1,312,611","$1,455,904","$945,000","$1,065,284",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eric Moreland,,,,,,,"$309,859","$334,091","$1,740,000","$1,929,950",,,"$845,059","$962,123","$507,336","$578,331",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nick Young,,,,,,,"$284,020","$306,232","$5,192,000","$5,758,795","$5,443,918","$6,136,847","$5,219,169","$5,942,169","$4,994,420","$5,693,324","$1,106,942","$1,287,993","$6,000,000","$7,103,844","$3,695,857","$4,448,611","$2,630,503","$3,278,953","$1,714,800","$2,160,034","$1,602,960","$1,990,347","$1,491,240","$1,944,612",,,,,,,,,,,,,,,,,,,,,,
Okaro White,,,,,,,"$247,827","$267,208","$1,460,927","$1,620,411","$310,995","$350,580",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ben Moore,,,,,,,"$222,099","$239,468","$77,250","$85,683",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quincy Acy,,,,,,,"$213,948","$230,679","$1,709,538","$1,896,163","$2,965,505","$3,342,968","$981,348","$1,117,291","$915,243","$1,043,319","$788,872","$917,900","$665,000","$787,342",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jimmer Fredette,,,,,,,"$198,579","$214,109",,,,,"$625,167","$711,769","$948,163","$1,080,846","$2,813,399","$3,273,559","$2,406,240","$2,848,925","$2,238,360","$2,694,258",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Terrence Jones,,,,,,,"$198,579","$214,109",,,"$1,207,194","$1,360,851","$2,489,529","$2,834,398","$1,618,680","$1,845,193","$1,551,840","$1,805,659","$1,485,000","$1,758,201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dairis Bertans,,,,,,,"$194,220","$209,409",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Walter Lemon Jr,,,,,,,"$176,250","$190,033","$92,159","$102,219",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Donatas Motiejunas,,,,,,,"$99,289","$107,053",,,"$607,491","$684,815",,,"$1,483,920","$1,691,575","$1,422,720","$1,655,420","$1,361,400","$1,611,862",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Justin Bibbs,,,,,,,"$92,159","$99,366",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Devin Robinson,,,,,,,"$77,250","$83,291","$77,250","$85,683",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tyler Cavanaugh,,,,,,,"$77,250","$83,291","$77,250","$85,683",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jordan Loyd,,,,,,,"$77,250","$83,291",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amile Jefferson,,,,,,,"$77,250","$83,291","$77,250","$85,683",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troy Caupain,,,,,,,"$77,250","$83,291",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Donte Grantham,,,,,,,"$77,250","$83,291",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tyler Davis,,,,,,,"$77,250","$83,291",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kadeem Allen,,,,,,,"$77,250","$83,291","$77,250","$85,683",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isaiah Hicks,,,,,,,"$77,250","$83,291","$77,250","$85,683",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trevon Bluiett,,,,,,,"$77,250","$83,291",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CJ Williams,,,,,,,"$77,250","$83,291","$77,250","$85,683",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jared Terrell,,,,,,,"$77,250","$83,291",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bonzie Colson,,,,,,,"$77,250","$83,291",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Julian Washburn,,,,,,,"$77,250","$83,291",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jarnell Stokes,,,,,,,"$77,250","$83,291",,,"$150,000","$169,092","$845,059","$962,123","$507,336","$578,331",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DJ Stephens,,,,,,,"$77,250","$83,291",,,,,,,,,"$28,834","$33,550",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Angel Delgado,,,,,,,"$77,250","$83,291",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trevon Duval,,,,,,,"$77,250","$83,291",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vincent Edwards,,,,,,,"$77,250","$83,291",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marcus Derrickson,,,,,,,"$77,250","$83,291",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zach Lofton,,,,,,,"$77,250","$83,291",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keenan Evans,,,,,,,"$77,250","$83,291",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Archie Goodwin,,,,,,,"$77,250","$83,291",,,"$2,350,999","$2,650,245","$1,160,160","$1,320,874","$1,112,280","$1,267,929","$1,064,400","$1,238,493",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DeVaughn Akoon-Purcell,,,,,,,"$77,250","$83,291",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thomas Welsh,,,,,,,"$77,250","$83,291",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Daryl Macon,,,,,,,"$77,250","$83,291",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deng Adel,,,,,,,"$77,250","$83,291",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jalen Jones,,,,,,,"$77,250","$83,291","$77,250","$85,683","$25,000","$28,182",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jaron Blossomgame,,,,,,,"$77,250","$83,291",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Billy Preston,,,,,,,"$77,250","$83,291",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
John Holland,,,,,,,"$77,250","$83,291","$77,250","$85,683",,,"$9,266","$10,549",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brandon Sampson,,,,,,,"$77,250","$83,291",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tyler Ulis,,,,,,,"$77,250","$83,291","$1,312,611","$1,455,904","$918,369","$1,035,263",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rawle Alkins,,,,,,,"$77,250","$83,291",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alan Williams,,,,,,,"$77,250","$83,291","$6,000,000","$6,655,001","$874,636","$985,964","$114,284","$130,115",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RJ Hunter,,,,,,,"$77,250","$83,291","$77,250","$85,683","$1,625,240","$1,832,108","$1,148,640","$1,307,758",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alex Poythress,,,,,,,"$77,250","$83,291","$778,668","$863,672","$73,743","$83,128",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charles Cooke,,,,,,,"$76,236","$82,198","$77,250","$85,683",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scott Machado,,,,,,,"$76,236","$82,198",,,,,,,,,,,"$225,657","$267,171",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andre Ingram,,,,,,,"$76,236","$82,198","$46,079","$51,109",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jonathan Gibson,,,,,,,"$76,236","$82,198","$74,158","$82,253","$671,346","$756,798",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Billy Garrett,,,,,,,"$67,370","$72,638",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mitch Creek,,,,,,,"$56,845","$61,290",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tarik Phillip,,,,,,,"$47,370","$51,074",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cody Demps,,,,,,,"$47,370","$51,074",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Richard Solomon,,,,,,,"$47,370","$51,074",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dusty Hannahs,,,,,,,"$47,370","$51,074",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stephan Hicks,,,,,,,"$47,370","$51,074",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
